4;10.0;[(1, 2), (2, 2), (3, 2), (2, 1), (1, 2), (2, 2), (2, 2), (2, 2), (2, 1), (2, 2), (1, 2)];0.42074777940668917
10;30.0;[(5, 6), (5, 5), (5, 6), (4, 5), (4, 6), (4, 5), (5, 6), (4, 5), (4, 5), (5, 5), (4, 4), (5, 4), (4, 5), (3, 5), (3, 5), (4, 5), (5, 5), (4, 5), (5, 6)];0.8803357917295216
10;50.0;[(4, 5), (4, 6), (3, 6), (4, 5), (5, 6), (5, 7), (4, 6), (4, 5), (5, 4), (4, 4), (5, 5), (4, 4), (5, 5), (4, 5), (5, 5), (4, 5), (5, 4), (5, 5), (4, 5), (3, 5), (4, 5), (3, 6), (4, 6), (3, 5), (4, 6), (5, 5), (4, 5)];1.0337359777767219
10;100.0;[(3, 6), (4, 6), (4, 5), (5, 5), (5, 5), (5, 6), (5, 5), (5, 4), (6, 5), (5, 5), (5, 6), (5, 6), (5, 5), (5, 4), (6, 3), (5, 2), (6, 3), (7, 4), (6, 3), (6, 4), (5, 3), (5, 2), (4, 3), (4, 4), (5, 5), (6, 5), (6, 6), (5, 6), (5, 5), (4, 5), (5, 6), (5, 5), (6, 5), (6, 6), (5, 7), (6, 6), (6, 6), (5, 6), (6, 7), (6, 8), (6, 9), (5, 8), (4, 8), (5, 8), (5, 7), (4, 6), (3, 6)];1.4254575605746005
10;200.0;[(2, 5), (1, 5), (2, 5), (3, 4), (4, 5), (4, 5), (5, 5), (4, 6), (3, 6), (2, 5), (3, 4), (4, 5), (4, 6), (3, 7), (4, 7), (3, 6), (2, 5), (3, 6), (4, 5), (5, 5), (5, 4), (5, 3), (5, 4), (5, 3), (6, 4), (7, 3), (7, 3), (6, 4), (6, 5), (5, 6), (5, 5), (4, 4), (3, 5), (4, 6), (4, 7), (4, 6), (3, 6), (3, 6), (4, 6), (3, 6), (4, 6), (4, 7), (4, 8), (3, 7), (4, 8), (3, 8), (4, 7), (5, 6), (6, 6), (5, 6), (4, 7), (3, 7), (3, 7), (2, 6), (3, 6), (2, 6), (1, 6), (2, 5)];1.9555616854868028
20;500.0;[(14, 10), (13, 11), (14, 11), (14, 11), (13, 12), (12, 12), (12, 11), (13, 10), (12, 10), (12, 11), (12, 10), (11, 11), (11, 12), (11, 11), (12, 10), (12, 9), (12, 8), (13, 9), (13, 10), (13, 9), (13, 10), (13, 9), (12, 8), (11, 9), (11, 8), (10, 9), (11, 10), (12, 9), (13, 8), (14, 8), (15, 8), (16, 9), (16, 9), (16, 9), (16, 9), (16, 8), (15, 8), (14, 9), (14, 9), (14, 10), (15, 9), (15, 9), (14, 9), (14, 9), (13, 8), (12, 9), (13, 8), (13, 8), (14, 7), (14, 7), (13, 8), (12, 8), (13, 9), (14, 8), (13, 7), (13, 8), (12, 9), (12, 10), (12, 11), (13, 12), (14, 12), (14, 12), (15, 12), (15, 12), (14, 13), (14, 13), (15, 13), (15, 12), (16, 13), (16, 13), (15, 14), (16, 13), (16, 12), (17, 13), (17, 14), (17, 15), (16, 14), (15, 15), (14, 15), (13, 14), (14, 15), (13, 15), (13, 14), (12, 15), (13, 15), (13, 14), (14, 13), (14, 12), (14, 11), (13, 12), (12, 13), (11, 12), (12, 13), (13, 13), (12, 12), (12, 11), (13, 10), (13, 10), (14, 11), (15, 10), (14, 11), (15, 11), (14, 11), (15, 10), (16, 11), (16, 10), (15, 11), (14, 10), (13, 10), (14, 10)];4.147753684914197
10;3;[(4, 5), (5, 5), (4, 5)];0.3336666666666667
10;4.0;[(4, 5), (5, 4), (5, 5), (4, 5)];0.4534031966841976
10;5.0;[(4, 5), (5, 5), (6, 5), (5, 5), (4, 5)];0.40040000000000003
10;6.0;[(4, 5), (5, 5), (6, 5), (5, 5), (5, 4), (4, 5)];0.46910213112279847
10;7.0;[(4, 5), (5, 5), (6, 5), (5, 5), (5, 6), (5, 5), (4, 5)];0.4290000000000001
10;8.0;[(4, 5), (5, 5), (6, 5), (5, 5), (5, 6), (5, 5), (5, 4), (4, 5)];0.4769515983420989
10;10.0;[(4, 5), (5, 5), (6, 5), (5, 5), (6, 4), (5, 5), (5, 6), (5, 5), (4, 5)];0.4909586417706076
10;12.0;[(4, 5), (5, 5), (6, 5), (5, 5), (6, 4), (5, 5), (5, 6), (5, 5), (5, 4), (5, 5), (4, 5)];0.49269343417595163
